HSLGOverallCumulativeGradePointAverage,HSLGMathematicsCumulativeGradePointAverage,CCENCRFLCollegeCode,CCENCRFLCourseMarkPoints,CCIsMultiCollege,CCTransferableUnitsAttempted,CCTransferableUnitsEarned,GPA_present,cc_first_course_success_ind,pre_alg_up11_c,alg_i_up11_c,alg_ii_up11_c,geo_up11_c,trig_up11_c,pre_calc_up11_c,calc_up11_c,stat_up11_c
2.84,NA,571,0,1,113.5,80.5,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,58,58,0,1,0,0,0,0,0,0,0,0
2.7,1.71,576,3,1,12,12,1,1,0,0,0,1,0,0,0,0
2.57,2.12,576,2,1,48,45,1,1,0,0,1,1,0,0,0,0
3.43,3.26,572,4,1,17,17,1,1,0,0,1,1,0,0,0,0
2.37,2.14,572,1,1,65,65,1,0,0,0,1,1,0,0,0,0
2.54,3.85,571,0,1,70,240.98,0,0,0,0,0,1,0,0,0,0
3.73,3.8,576,4,1,88,88,1,1,0,0,1,1,0,0,0,0
3.55,3.63,572,4,1,7,7,1,1,0,0,1,1,0,0,0,0
3.53,3,572,0,1,14,10,0,0,0,0,0,1,0,0,0,0
NA,NA,572,0,1,102,254.98,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,1,8,8,0,1,0,0,0,0,0,0,0,0
3.16,2.5,571,1,1,31.5,28.5,1,0,0,0,1,0,0,0,0,0
NA,NA,571,4,0,21,21,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,0,25,25,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,114,97,0,0,0,0,0,0,0,0,0,0
NA,NA,571,0,0,59,56,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,0,113.5,105.5,0,1,0,0,0,0,0,0,0,0
3.15,2,571,0,1,65,37,1,0,0,0,1,0,0,0,0,0
2.78,2.23,572,3,1,58,57,1,1,0,0,1,1,0,0,0,0
3.04,2.5,576,3,1,60,60,1,1,0,1,1,1,0,0,0,0
2.53,2.18,576,0,1,22,3,1,0,0,0,1,0,0,0,0,0
NA,NA,571,3,1,89,72,0,1,0,0,0,0,0,0,0,0
3.37,2.68,576,4,0,28,28,1,1,0,1,1,1,0,0,0,0
3.15,2.5,572,4,1,64,64,1,1,0,0,1,1,0,0,0,0
NA,NA,572,0,0,10,3,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,17,3,0,0,0,0,0,0,0,0,0,0
2.86,2.96,572,2,1,4,4,1,1,0,1,1,1,0,0,0,0
NA,NA,572,4,0,59,59,0,1,0,0,0,0,0,0,0,0
3.56,3.3,571,3,1,85,83,1,1,0,0,1,1,0,0,0,0
NA,NA,571,0,1,56,52,0,0,0,0,0,0,0,0,0,0
NA,NA,572,3,1,4,4,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,0,36,32,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,56,56,0,1,0,0,0,0,0,0,0,0
2.94,1.46,571,4,1,64,61,1,1,0,0,0,1,0,0,0,0
2.99,3.15,572,2,1,47.5,47.5,0,1,0,1,0,1,0,0,0,0
2.86,2.25,571,2,1,84,170.99,1,1,0,0,1,1,0,0,0,0
2.52,2,572,1,1,46,236.98,1,0,0,0,1,1,0,0,0,0
2.24,2.09,576,0,1,29,19,1,0,0,0,1,1,0,0,0,0
3.22,3.5,571,1,1,51,44,0,0,0,1,0,0,0,0,0,0
NA,NA,571,0,1,21,17,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,0,6,6,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,100.5,190.49,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,1,49,49,0,1,0,0,0,0,0,0,0,0
3.6,3.25,572,4,1,68.5,68.5,0,1,0,0,0,1,0,0,0,0
NA,NA,572,3,0,97,88,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,28,28,0,1,0,0,0,0,0,0,0,0
3.64,2.93,572,4,1,142.5,142.5,1,1,0,0,1,0,0,0,0,0
3.62,3.18,571,4,1,58,56,1,1,0,0,1,1,0,0,0,0
NA,NA,571,2,0,24,10,0,1,0,0,0,0,0,0,0,0
3.32,2.27,572,2,1,104,92,1,1,0,0,1,0,0,0,0,0
3.37,2.5,571,1,1,122,113,0,0,0,0,0,0,0,0,0,0
3.78,4,572,2,1,55,47,0,1,0,1,0,0,0,0,0,0
2.93,3,572,4,1,81,74,0,1,0,0,0,1,0,0,0,0
3.57,3.46,576,3,1,21,21,1,1,0,1,0,1,0,0,0,0
NA,NA,571,3,1,73,73,0,1,0,0,0,0,0,0,0,0
NA,NA,571,1,1,64,64,0,0,0,0,0,0,0,0,0,0
NA,NA,571,1,1,10,10,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,0,70,69,0,1,0,0,0,0,0,0,0,0
2.85,2.15,576,3,1,48,48,0,1,0,0,0,1,0,0,0,0
2.61,2.16,571,2,1,30,30,1,1,0,0,1,0,0,0,0,0
3.89,3.79,576,4,1,51,48,1,1,0,0,1,1,0,0,0,0
3.43,2.93,571,2,1,95,92,1,1,0,0,1,0,0,0,0,0
3.32,3.43,572,4,1,14,14,1,1,0,0,1,0,0,0,0,0
NA,NA,571,4,1,14,14,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,12,12,0,1,0,0,0,0,0,0,0,0
3.57,2,571,4,1,4,4,1,1,0,0,1,0,0,0,0,0
NA,NA,572,3,1,49,49,0,1,0,0,0,0,0,0,0,0
3.33,3.35,576,1,1,50,39.5,1,0,0,0,1,1,0,0,0,0
3.13,1.84,572,2,1,39,39,1,1,0,0,1,0,0,0,0,0
3.2,3.43,571,0,1,86,77,1,0,0,0,1,0,0,0,0,0
NA,NA,571,0,1,6,99.99,0,0,0,0,0,0,0,0,0,0
3.86,3.6,571,4,1,48,48,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,1,71,71,0,1,0,0,0,0,0,0,0,0
3.08,2.03,572,2,1,19,19,1,1,0,0,0,0,0,0,0,0
3.42,2.45,576,3,1,67,64,1,1,0,0,1,1,0,0,0,0
2.84,3.3,572,3,1,63,63,1,1,0,1,1,0,0,0,0,0
NA,NA,572,0,1,112,86,0,0,0,0,0,0,0,0,0,0
2.64,3.15,571,4,1,38,38,0,1,0,0,0,1,0,0,0,0
NA,NA,571,3,1,54,54,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,1,133,374.97,0,1,0,0,0,0,0,0,0,0
2.59,1.89,576,3,1,9,9,1,1,0,0,0,0,0,0,0,0
3.66,3.5,576,4,1,25,25,1,1,0,0,1,1,0,0,0,0
NA,NA,572,0,1,84,65,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,0,25,25,0,1,0,0,0,0,0,0,0,0
2.86,2.48,576,1,1,35,35,1,0,0,0,1,0,0,0,0,0
3.19,2.63,576,2,1,48,48,1,1,0,0,1,1,0,0,0,0
3.28,2.63,576,0,1,49,129.99,1,0,0,0,0,1,0,0,0,0
NA,NA,572,2,1,110,91,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,0,78.5,164.49,0,1,0,0,0,0,0,0,0,0
2.34,1.73,572,0,1,59,132.99,1,0,0,1,0,0,0,0,0,0
NA,NA,571,1,1,98,98,0,0,0,0,0,0,0,0,0,0
NA,NA,572,3,1,68,65,0,1,0,0,0,0,0,0,0,0
2.66,1.28,571,0,1,45,29,1,0,0,0,0,0,0,0,0,0
NA,NA,571,4,1,70,70,0,1,0,0,0,0,0,0,0,0
NA,NA,572,1,1,76,60,0,0,0,0,0,0,0,0,0,0
3.06,1.8,571,0,1,20,17,1,0,0,0,1,1,0,0,0,0
2.85,2.16,571,1,1,10,10,1,0,0,1,0,1,0,0,0,0
3.45,2.9,571,3,1,60.5,60.5,1,1,0,0,1,1,0,0,0,0
NA,NA,572,0,1,11,7,0,0,0,0,0,0,0,0,0,0
2.3,1.48,571,0,1,14,7,1,0,0,0,0,1,0,0,0,0
3.67,3.34,571,4,1,7,7,1,1,0,0,1,1,0,0,0,0
3.7,3.43,572,4,1,72,72,1,1,0,0,1,0,0,0,0,0
3.1,2.95,572,3,1,71,62,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,11,11,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,68,68,0,1,0,0,0,0,0,0,0,0
3.25,2.76,572,2,1,21,21,1,1,0,1,1,0,0,0,0,0
NA,NA,571,3,0,29,29,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,16,16,0,1,0,0,0,0,0,0,0,0
2.82,2,572,4,1,76,76,0,1,0,1,0,1,0,0,0,0
3.89,3.15,571,0,1,95,74,1,0,0,0,0,0,0,0,0,0
3.1,3.1,571,0,1,22,12,1,0,0,0,1,0,0,0,0,0
3.35,2.73,572,2,1,14,14,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,1,47,47,0,1,0,0,0,0,0,0,0,0
3.36,2.81,571,1,1,14,14,1,0,0,1,1,1,0,0,0,0
NA,NA,572,4,1,53,53,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,65,65,0,1,0,0,0,0,0,0,0,0
2.45,2.5,571,1,1,106,96,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,35,35,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,0,16,16,0,1,0,0,0,0,0,0,0,0
3.42,3.33,572,3,1,30,30,1,1,0,0,1,1,0,0,0,0
3.11,NA,572,2,1,20,116.99,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,87.5,87.5,0,1,0,0,0,0,0,0,0,0
2.67,NA,572,3,1,66,66,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,34,34,0,1,0,0,0,0,0,0,0,0
3.13,3.4,572,0,1,10,6,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,0,37,425.96,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,0,67,259.98,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,13,13,0,1,0,0,0,0,0,0,0,0
2.83,2.67,572,3,1,14,7,1,1,0,0,1,1,0,0,0,0
3.04,3.33,571,0,1,100,83,1,0,0,0,1,1,0,0,0,0
3.12,2.59,571,1,1,29,29,1,0,0,1,1,1,0,0,0,0
3.21,2.57,571,3,1,60,57,1,1,0,0,1,1,0,0,0,0
3,2.53,571,0,1,15,11,1,0,0,0,1,1,0,0,0,0
NA,NA,572,0,1,17.5,6.5,0,0,0,0,0,0,0,0,0,0
NA,NA,572,4,1,60,60,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,68,64,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,0,4,4,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,36,36,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,7,7,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,12,8,0,0,0,0,0,0,0,0,0,0
3.57,2,571,3,1,39,39,1,1,0,0,1,0,0,0,0,0
NA,NA,572,0,1,69,69,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,57,29,0,0,0,0,0,0,0,0,0,0
2.62,1.07,571,0,1,71,44,1,0,0,0,0,1,0,0,0,0
NA,NA,572,0,1,71,54,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,1,92,270.98,0,1,0,0,0,0,0,0,0,0
2.96,2.33,571,2,1,25,22,1,1,0,0,0,1,0,0,0,0
NA,NA,572,0,1,42,132.99,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,102,63,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,0,65,65,0,1,0,0,0,0,0,0,0,0
2.44,2.14,571,0,1,18.5,14.5,1,0,0,0,1,1,0,0,0,0
NA,NA,571,4,1,67,67,0,1,0,0,0,0,0,0,0,0
NA,NA,576,3,1,36,32,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,35,35,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,1,73,69,0,1,0,0,0,0,0,0,0,0
3.67,2.85,572,4,1,61,61,1,1,0,0,1,0,0,0,0,0
NA,NA,571,2,1,63,63,0,1,0,0,0,0,0,0,0,0
3.44,2.85,571,0,1,41,41,1,0,0,0,1,1,0,0,0,0
3.01,2.79,571,0,1,67,47,1,0,0,0,1,1,0,0,0,0
3.76,2.5,571,0,1,33,25,0,0,0,0,0,1,0,0,0,0
3.31,3.09,571,0,1,88,84,1,0,0,0,1,1,0,0,0,0
2.17,2.08,571,1,1,91,75,1,0,0,0,0,1,0,0,0,0
NA,NA,572,0,1,26,7,0,0,0,0,0,0,0,0,0,0
3.44,2.93,572,4,1,4,4,1,1,0,0,1,0,0,0,0,0
1.7,3.13,572,0,1,29,3,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,0,122.5,118,0,1,0,0,0,0,0,0,0,0
3.87,4,576,4,1,18,306.97,1,1,0,0,1,1,0,0,0,0
2.82,2.73,576,0,1,31,24,1,0,0,0,0,1,0,0,0,0
2.93,2.33,572,3,1,28,28,0,1,0,0,0,1,0,0,0,0
NA,NA,572,2,1,20,13,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,1,17,17,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,53,50,0,1,0,0,0,0,0,0,0,0
3.04,2.35,572,2,1,70,70,1,1,0,0,1,0,0,0,0,0
NA,NA,571,4,0,21,21,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,0,4,4,0,1,0,0,0,0,0,0,0,0
3.64,3.7,571,4,1,51,51,0,1,0,0,0,0,0,0,0,0
2.83,1.78,572,3,1,72,72,1,1,0,0,0,0,0,0,0,0
3.19,2.53,572,0,1,17,13,1,0,0,0,1,0,0,0,0,0
3.04,NA,572,1,1,94,92,0,0,0,0,0,0,0,0,0,0
2.71,1.9,571,3,1,39,39,1,1,0,1,1,1,0,0,0,0
2.91,2.75,572,3,1,51,239.98,0,1,0,1,0,0,0,0,0,0
2.03,2.41,572,0,1,71,64,1,0,0,1,1,1,0,0,0,0
3.69,3,572,2,1,66,66,1,1,0,0,1,0,0,0,0,0
2,1.5,572,0,1,47,38,0,0,0,0,0,0,0,0,0,0
3.33,2.4,576,3,1,74,74,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,1,94,94,0,1,0,0,0,0,0,0,0,0
1.5,0.9,571,0,1,56,0,1,0,0,0,0,0,0,0,0,0
3.38,3.23,576,3,1,64,60,1,1,0,0,1,1,0,0,0,0
3.68,4,576,4,1,10,10,1,1,0,0,1,1,0,0,0,0
3.41,3.04,572,2,1,45,36,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,1,22,22,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,47,47,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,62,55,0,1,0,0,0,0,0,0,0,0
3.81,3.73,576,4,1,57,57,1,1,0,0,0,1,0,0,0,0
3.65,NA,572,2,1,69,69,1,1,0,0,0,0,0,0,0,0
NA,NA,572,4,0,63,63,0,1,0,0,0,0,0,0,0,0
3.71,3.52,571,4,1,71,71,1,1,0,0,1,1,0,0,0,0
2.9,3,571,0,1,24,115.99,1,0,0,0,0,1,0,0,0,0
NA,NA,572,3,0,7,7,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,67,67,0,0,0,0,0,0,0,0,0,0
3.18,1.82,576,2,1,20,7,1,1,0,0,0,1,0,0,0,0
2.73,1.88,576,2,1,21,21,1,1,0,0,0,1,0,0,0,0
2.97,2.42,571,1,1,68.5,54.5,1,0,0,0,0,1,0,0,0,0
NA,NA,572,4,1,89,89,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,0,16,16,0,1,0,0,0,0,0,0,0,0
NA,NA,576,3,0,21,17,0,1,0,0,0,0,0,0,0,0
3.73,3.68,572,2,1,13,13,1,1,0,1,1,0,0,0,0,0
NA,NA,572,4,0,16,16,0,1,0,0,0,0,0,0,0,0
3.29,2.95,572,3,1,63,60,1,1,0,0,1,1,0,0,0,0
NA,NA,572,2,1,18,18,0,1,0,0,0,0,0,0,0,0
2.96,2.4,571,0,1,23,15,1,0,0,1,0,0,0,0,0,0
3.58,3.02,572,4,1,59,59,1,1,0,0,1,1,0,0,0,0
NA,NA,571,3,1,58.5,58.5,0,1,0,0,0,0,0,0,0,0
3.08,2.83,572,3,1,95,74,0,1,0,0,0,1,0,0,0,0
2.74,2.28,571,2,1,97,72,1,1,0,0,1,0,0,0,0,0
NA,NA,572,0,0,4,0,0,0,0,0,0,0,0,0,0,0
3.54,3.43,572,4,1,30,30,0,1,0,1,0,1,0,0,0,0
NA,NA,572,0,1,7,7,0,0,0,0,0,0,0,0,0,0
2.62,2.2,572,2,0,52,38,1,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,11,11,0,1,0,0,0,0,0,0,0,0
3.52,3.2,571,3,1,85,85,1,1,0,0,1,1,0,0,0,0
NA,NA,572,4,1,26,26,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,49,43,0,1,0,0,0,0,0,0,0,0
2.82,2.74,576,3,1,47,40,1,1,0,1,1,0,0,0,0,0
NA,NA,571,4,1,70,70,0,1,0,0,0,0,0,0,0,0
NA,NA,571,1,1,51,147.99,0,0,0,0,0,0,0,0,0,0
2.49,1,571,0,1,54,40,1,0,0,0,1,0,0,0,0,0
2.33,1.61,571,0,1,19,13,1,0,0,0,0,1,0,0,0,0
2.69,2.25,572,3,1,85.5,85.5,0,1,0,1,0,1,0,0,0,0
3.34,3.5,571,3,1,66,66,0,1,0,0,0,0,0,0,0,0
3.33,3.3,572,0,1,8,5,1,0,0,1,0,0,0,0,0,0
3.14,2.64,571,2,1,52,45,1,1,0,0,1,1,0,0,0,0
2.97,1.93,576,0,1,58,54,1,0,0,0,1,0,0,0,0,0
3.68,3,571,4,1,77.5,77.5,0,1,0,1,0,0,0,0,0,0
3.02,3.21,571,4,1,10,10,1,1,0,0,1,1,0,0,0,0
3.11,2.87,572,3,1,135,285.98,1,1,0,1,1,1,0,0,0,0
NA,NA,571,0,1,NA,NA,0,0,0,0,0,0,0,0,0,0
NA,NA,571,4,1,46,46,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,66.5,66.5,0,1,0,0,0,0,0,0,0,0
0,NA,572,0,1,33,4,1,0,0,0,0,0,0,0,0,0
NA,NA,571,4,0,43,43,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,0,38,30,0,1,0,0,0,0,0,0,0,0
2.39,1.9,571,2,1,19,306.97,1,1,0,0,1,1,0,0,0,0
2,NA,572,3,1,99,90,1,1,0,0,0,0,0,0,0,0
3.23,2.1,571,3,1,78,70,1,1,0,0,1,0,0,0,0,0
2.91,1.78,576,0,1,52,25,1,0,0,0,1,0,0,0,0,0
1.98,0.68,571,0,1,71,63,1,0,0,0,1,0,0,0,0,0
NA,NA,571,3,1,3,3,0,1,0,0,0,0,0,0,0,0
3.4,3.7,571,4,1,145.5,142.5,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,68,68,0,1,0,0,0,0,0,0,0,0
2.5,2.55,572,2,1,68,62,1,1,0,1,1,0,0,0,0,0
2.6,1.93,571,2,1,59,59,1,1,0,0,0,1,0,0,0,0
2.82,1.57,572,0,1,83,83,1,0,0,0,1,0,0,0,0,0
3.92,4,572,4,1,17,17,1,1,0,0,1,0,0,0,0,0
3.94,NA,572,3,1,15,110.99,0,1,0,0,0,0,0,0,0,0
3.17,3.18,572,0,1,12,0,1,0,0,0,1,1,0,0,0,0
3.58,3.88,572,4,1,75.5,69.5,1,1,0,1,1,1,0,0,0,0
NA,NA,571,1,1,98,84,0,0,0,0,0,0,0,0,0,0
3.57,2.2,572,3,1,21,113.99,1,1,0,0,1,0,0,0,0,0
NA,NA,571,4,1,79,79,0,1,0,0,0,0,0,0,0,0
1,NA,572,1,1,20,16,0,0,0,0,0,0,0,0,0,0
NA,NA,572,3,0,21,115.99,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,27,27,0,1,0,0,0,0,0,0,0,0
3.35,2.85,571,4,1,8,8,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,14,14,0,1,0,0,0,0,0,0,0,0
NA,NA,576,1,1,56,47,0,0,0,0,0,0,0,0,0,0
3.4,2.96,571,2,1,81,61,1,1,0,0,1,0,0,0,0,0
3.63,3.18,576,4,1,8,8,1,1,0,0,1,1,0,0,0,0
3.56,3.21,576,3,1,49.5,49.5,1,1,0,0,1,1,0,0,0,0
NA,NA,571,0,1,27,25,0,0,0,0,0,0,0,0,0,0
NA,NA,572,3,0,89,81,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,22,18,0,0,0,0,0,0,0,0,0,0
NA,NA,571,2,1,28,28,0,1,0,0,1,0,0,0,0,0
2.32,2,576,1,1,33,21,1,0,0,0,1,0,0,0,0,0
NA,NA,571,0,1,11,11,0,0,0,0,0,0,0,0,0,0
NA,NA,571,3,1,13,10,0,1,0,0,0,0,0,0,0,0
NA,NA,571,1,0,11,11,0,0,0,0,0,0,0,0,0,0
2.99,2.25,572,0,1,64,64,1,0,0,0,1,0,0,0,0,0
NA,NA,572,4,1,22,22,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,10,10,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,77,77,0,1,0,0,0,0,0,0,0,0
2.43,1.74,571,3,1,110,92,1,1,0,0,0,1,0,0,0,0
3.64,2.7,572,3,1,21,21,1,1,0,0,0,1,0,0,0,0
3.88,3.95,571,4,1,36,36,1,1,0,0,1,1,0,0,0,0
3.03,2.35,576,0,0,7,0,1,0,0,0,0,1,0,0,0,0
NA,NA,571,1,0,81,76,0,0,0,0,0,0,0,0,0,0
NA,NA,572,0,1,18,18,0,0,0,0,0,0,0,0,0,0
NA,NA,576,0,1,9,5,0,0,0,0,0,0,0,0,0,0
2.73,2.09,571,0,1,26,23,1,0,0,1,1,0,0,0,0,0
3.1,2.5,572,4,1,54,54,1,1,0,0,1,0,0,0,0,0
3.13,2.55,572,3,1,61,61,1,1,0,0,1,1,0,0,0,0
NA,NA,576,2,0,4,4,0,1,0,0,0,0,0,0,0,0
3.38,2.5,571,2,1,60,60,1,1,0,0,1,1,0,0,0,0
2.92,2.62,571,3,1,8,8,1,1,0,0,1,1,0,0,0,0
NA,NA,571,2,1,72,72,0,1,0,0,0,0,0,0,0,0
NA,NA,571,2,1,75,163.99,0,1,0,0,0,0,0,0,0,0
3.02,2.64,572,0,1,79,62,1,0,0,1,0,1,0,0,0,0
NA,NA,571,0,1,48,48,0,0,0,0,0,0,0,0,0,0
2.95,1.85,571,2,1,69,65,0,1,0,0,0,0,0,0,0,0
3.25,2.88,571,4,1,70.5,70.5,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,0,44,44,0,1,0,0,0,0,0,0,0,0
1.53,1,571,0,1,39,128.99,1,0,0,0,0,1,0,0,0,0
3.43,2.25,571,3,1,39,39,1,1,0,0,1,0,0,0,0,0
NA,NA,572,4,0,7,7,0,1,0,0,0,0,0,0,0,0
2.6,2.69,572,3,1,44,39,1,1,0,1,1,1,0,0,0,0
NA,NA,572,4,1,131.5,116.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,0,1,85,78,0,0,0,0,0,0,0,0,0,0
2.51,1.72,571,2,1,70,47,1,1,0,0,1,1,0,0,0,0
NA,NA,572,0,0,16,6,0,0,0,0,0,0,0,0,0,0
3.33,2.9,571,4,1,63,63,1,1,0,0,1,1,0,0,0,0
3.52,3.13,571,3,1,38,25,1,1,0,0,1,1,0,0,0,0
NA,NA,572,2,1,71,71,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,0,59,59,0,1,0,0,0,0,0,0,0,0
NA,NA,576,0,1,73,69,0,0,0,0,0,0,0,0,0,0
2.93,3,576,0,1,75,68,1,0,0,0,1,1,0,0,0,0
1.5,1.93,572,0,1,25,6.5,1,0,0,0,1,0,0,0,0,0
2.18,1.46,571,2,1,50,50,1,1,0,0,1,1,0,0,0,0
3.62,3.02,572,0,1,8,4,1,0,0,0,1,1,0,0,0,0
NA,NA,572,4,0,100,90,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,1,15,15,0,1,0,0,0,0,0,0,0,0
2.56,2.3,571,2,1,72,68,1,1,0,0,1,0,0,0,0,0
NA,NA,576,3,1,7,7,0,1,0,0,0,0,0,0,0,0
3.65,3.53,571,3,1,17,17,1,1,0,0,1,1,0,0,0,0
2.89,2.58,571,4,1,45,42,1,1,0,0,1,1,0,0,0,0
NA,NA,571,4,0,56,56,0,1,0,0,0,0,0,0,0,0
3.08,2.93,571,4,1,8,8,1,1,0,0,1,1,0,0,0,0
NA,NA,572,0,1,75,64,0,0,0,0,0,0,0,0,0,0
3.4,3.58,572,4,1,70,66,0,1,0,1,0,1,0,0,0,0
NA,NA,572,2,1,38,34,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,0,87,80,0,0,0,0,0,0,0,0,0,0
NA,NA,571,1,1,70.5,70.5,0,0,0,0,1,0,0,0,0,0
NA,NA,571,2,0,82,172.99,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,7,7,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,63,63,0,1,0,0,0,0,0,0,0,0
2.2,1.7,572,0,1,75,60,1,0,0,0,0,0,0,0,0,0
NA,NA,571,3,0,57,43,0,1,0,0,0,0,0,0,0,0
3.06,2.18,576,1,1,33,33,1,0,0,0,1,1,0,0,0,0
NA,NA,572,0,1,29,22,0,0,0,0,0,0,0,0,0,0
NA,NA,572,2,1,66.5,56.5,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,56,56,0,1,0,0,0,0,0,0,0,0
2.38,2.35,571,2,1,107,92,0,1,0,0,0,0,0,0,0,0
NA,NA,571,4,0,22,22,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,66,61,0,1,0,0,0,0,0,0,0,0
3.53,2.85,572,1,1,42,42,0,0,0,0,0,1,0,0,0,0
NA,NA,571,2,0,56,56,0,1,0,0,0,0,0,0,0,0
NA,NA,571,0,1,86,67,0,0,0,0,0,0,0,0,0,0
NA,NA,572,3,1,49,45,0,1,0,0,0,0,0,0,0,0
3.44,3,571,3,1,60,60,1,1,0,0,0,1,0,0,0,0
NA,NA,572,0,1,11,7,0,0,0,0,0,0,0,0,0,0
3.21,3.08,572,0,1,34,30,0,0,0,1,0,0,0,0,0,0
3.77,3.39,576,3,1,42,42,1,1,0,0,0,1,0,0,0,0
NA,NA,571,4,0,25,25,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,0,51,147.99,0,1,0,0,0,0,0,0,0,0
3.45,3.18,571,0,1,74,67,0,0,0,0,0,1,0,0,0,0
NA,NA,572,2,0,74,68,0,1,0,0,0,0,0,0,0,0
2.15,1.53,571,0,1,8,1,0,0,0,0,0,0,0,0,0,0
2.91,1.13,571,2,1,92,85,1,1,0,0,1,0,0,0,0,0
3.54,2.78,576,2,1,65,65,1,1,0,0,1,0,0,0,0,0
NA,NA,572,4,0,59,59,0,1,0,0,0,0,0,0,0,0
NA,NA,571,3,1,69,66,0,1,0,0,0,0,0,0,0,0
2.95,1.41,571,0,1,54,47,1,0,0,0,0,1,0,0,0,0
NA,NA,571,2,1,48,48,0,1,0,0,0,0,0,0,0,0
NA,NA,576,3,1,4,4,0,1,0,0,0,0,0,0,0,0
NA,NA,572,3,1,20,20,0,1,0,0,0,0,0,0,0,0
2.52,2.21,572,1,1,79,79,1,0,0,1,1,1,0,0,0,0
NA,NA,571,3,0,119,203.99,0,1,0,0,0,0,0,0,0,0
NA,NA,572,4,1,80,77,0,1,0,0,0,0,0,0,0,0
3.28,3.2,571,1,1,105,89,0,0,0,0,0,1,0,0,0,0
